,Estaciones
4870,/g/precios-combustible-gasolinera-repsol-calle-extramuros-sn-en-el-municipio-piedrahita
4871,/g/precios-combustible-gasolinera-an-madrigal-camino-bajorro-sn-en-el-municipio-madrigal-de-las-altas-torres
4872,/g/precios-combustible-gasolinera-f.coca-p.-s.l.-carretera-cr-c610-km.-262-en-el-municipio-madrigal-de-las-altas-torres
4873,/g/precios-combustible-gasolinera-repsol-cr-av-902-12-av-902-km-17-en-el-municipio-burgohondo
4874,/g/precios-combustible-gasolinera-repsol-calle-mayor-56-en-el-municipio-mombeltran
4875,/g/precios-combustible-gasolinera-repsol-cr-c-501-1063-en-el-municipio-pedro-bernardo
4876,/g/precios-combustible-gasolinera-repsol---san-roman-carretera-n-502-km.-21200-en-el-municipio-solosancho
4877,/g/precios-combustible-gasolinera-cepsa-cl-505-km-63-en-el-municipio-navalperal-de-pinares
4878,/g/precios-combustible-gasolinera-san-juan-de-la-cruz-salvadios-aldeaseca-km-10-en-el-municipio-fontiveros
4879,/g/precios-combustible-gasolinera-cepsa-n-vi-km-1013-en-el-municipio-sanchidrian
4880,/g/precios-combustible-gasolinera-hermanos-cruz-repostar-n-50-avila-salamanca-km-1478-en-el-municipio-crespos
4881,/g/precios-combustible-gasolinera-e.s-gredos-calle-bonal-sn-en-el-municipio-navarredonda-de-gredos
4882,/g/precios-combustible-gasolinera-petronor-calle-calzada-sn-en-el-municipio-san-pedro-del-arroyo
4883,/g/precios-combustible-gasolinera-petronor-calle-calzada-sn-en-el-municipio-san-pedro-del-arroyo
4884,/g/precios-combustible-gasolinera-repsol-cr-n-110-285--d-en-el-municipio-muana
4885,/g/precios-combustible-gasolinera-e.s-el-carrascal-carretera-avila-plasencia-km.-286-en-el-municipio-muana
4886,/g/precios-combustible-gasolinera-repsol-autovia-noroeste-a-6-km.-135500-en-el-municipio-palacios-de-goda
4887,/g/precios-combustible-gasolinera-mingorria-n-403-km-1485-en-el-municipio-mingorria
4888,/g/precios-combustible-gasolinera-cepsa-carretera-soria-plasencia-km.-2615-en-el-municipio-colilla-la
4889,/g/precios-combustible-gasolinera-gaslowcost-carretera-n110-km.-280-en-el-municipio-torre-la
4890,/g/precios-combustible-gasolinera-bp-carretera-n-403-avila---valladolid-km.-22500-en-el-municipio-velayos
4891,/g/precios-combustible-gasolinera-cepsa-autovia-del-noroeste-km.-111-en-el-municipio-adanero
4892,/g/precios-combustible-gasolinera-cepsa-autovia-noroeste-km.-111-en-el-municipio-adanero
4893,/g/precios-combustible-gasolinera-repsol-carretera-barco-km.-34-en-el-municipio-navarredondilla
4894,/g/precios-combustible-gasolinera-valcarce-carretera-av-804-km.-21-en-el-municipio-hernansancho
4895,/g/precios-combustible-gasolinera-las-correhuelas-s.l-carretera-c-605-km.-72-en-el-municipio-villanueva-del-aceral
4896,/g/precios-combustible-gasolinera-repsol-carretera-cl-507-km-3.200-km.-3200-en-el-municipio-blascosancho
4897,/g/precios-combustible-gasolinera-petronor-cr-av-110-29--d-en-el-municipio-muico
4898,/g/precios-combustible-gasolinera-repsol-cr-a-6-1185-en-el-municipio-espinosa-de-los-caballeros
4899,/g/precios-combustible-gasolinera-repsol-autovia-a-6-km.-117-en-el-municipio-orbita
4900,/g/precios-combustible-gasolinera-cepsa-carretera-n-110-km.-327600-en-el-municipio-santa-maria-de-los-caballeros
4901,/g/precios-combustible-gasolinera-repsol-autovia-a-50-km.-303-en-el-municipio-muogrande
4902,/g/precios-combustible-gasolinera-cepsa-n-111-km-2291-en-el-municipio-soria
4903,/g/precios-combustible-gasolinera-repsol-cr-n-122-146-en-el-municipio-soria
4904,/g/precios-combustible-gasolinera-repsol-calle-fueros-de-soria-2-en-el-municipio-soria
4905,/g/precios-combustible-gasolinera-cepsa-calle-eduardo-saavedra-24-en-el-municipio-soria
4906,/g/precios-combustible-gasolinera-cepsa-calle-eduardo-saavedra-2-en-el-municipio-soria
4907,/g/precios-combustible-gasolinera-cepsa-avenida-valladolid-sn-n-122-km-1554-en-el-municipio-soria
4908,/g/precios-combustible-gasolinera-eureka-poligono-las-casas-calle-g-parcela-7-7-en-el-municipio-soria
4909,/g/precios-combustible-gasolinera-b-energias-avenida-europa-28-en-el-municipio-soria
4910,/g/precios-combustible-gasolinera-copiso-poligono-valcorba-parc-n-52-sur-d-13-52-en-el-municipio-soria
4911,/g/precios-combustible-gasolinera-e.-leclerc-calle-j-290-en-el-municipio-soria
4912,/g/precios-combustible-gasolinera-repsol-carretera-n-122-km.-147-en-el-municipio-soria
4913,/g/precios-combustible-gasolinera-repsol-cr-n-111-190-en-el-municipio-almazan
4914,/g/precios-combustible-gasolinera-gamar-calle-haya--en-el-municipio-almazan
4915,/g/precios-combustible-gasolinera-cepsa-autovia-a-11-km.-218000-en-el-municipio-burgo-de-osma-ciudad-de-osma
4916,/g/precios-combustible-gasolinera-repsol-cr-n-122-210-en-el-municipio-burgo-de-osma-ciudad-de-osma
4917,/g/precios-combustible-gasolinera-sin-determinar-avenida-valladolid-13-en-el-municipio-olvega
4918,/g/precios-combustible-gasolinera-repsol-carretera-n-122-km.-222-en-el-municipio-san-esteban-de-gormaz
4919,/g/precios-combustible-gasolinera-repsol-cr-n-122-102-en-el-municipio-agreda
4920,/g/precios-combustible-gasolinera-el-mayoria-combustibles-pol.-industrial-la-dehesa-sn-en-el-municipio-agreda
4921,/g/precios-combustible-gasolinera-simply-zona-centro-comercial-las-camaretas-calle-a-sn-en-el-municipio-golmayo
4922,/g/precios-combustible-gasolinera-repsol-carretera-nacional-234-km.-401-en-el-municipio-san-leonardo-de-yague
4923,/g/precios-combustible-gasolinera-cepsa-carretera-so-850-km.-24-en-el-municipio-covaleda
4924,/g/precios-combustible-gasolinera-repsol-cr-n-2-1745-en-el-municipio-arcos-de-jalon
4925,/g/precios-combustible-gasolinera-ghc-soria-poligono-poligono-industrial-la-malita-parc.-15-y-32-167-en-el-municipio-arcos-de-jalon
4926,/g/precios-combustible-gasolinera-galp-carretera-ctra.-n-ii-1672-km.-1672-en-el-municipio-arcos-de-jalon
4927,/g/precios-combustible-gasolinera-cepsa-autovia-a-2-km.-1702-en-el-municipio-arcos-de-jalon
4928,/g/precios-combustible-gasolinera-repsol-ctra.-comarcal-116-km-187-en-el-municipio-berlanga-de-duero
4929,/g/precios-combustible-gasolinera-galp-carretera-n-122-km.-239-en-el-municipio-langa-de-duero
4930,/g/precios-combustible-gasolinera-repsol-autovia-a-2-km.-154-en-el-municipio-medinaceli
4931,/g/precios-combustible-gasolinera-repsol-n-2-km-150-en-el-municipio-medinaceli
4932,/g/precios-combustible-gasolinera-campsa-carretera-carretera-soria-17-san-pedro-manrique-km.-020-en-el-municipio-san-pedro-manrique
4933,/g/precios-combustible-gasolinera-e.s.-el-valle-carretera-n-111-km.-2438-en-el-municipio-almarza
4934,/g/precios-combustible-gasolinera-petrosoria-poligono-pol.-ind.-de-navalcaballo-parcela-19--en-el-municipio-los-rabanos
4935,/g/precios-combustible-gasolinera-gasoleos-martin-navas-slu-poligono-poligono-la-nava--en--cabrejas-pinar-sn-en-el-municipio-cabrejas-del-pinar
4936,/g/precios-combustible-gasolinera-repsol-cr-n-234-3765-en-el-municipio-abejar
4937,/g/precios-combustible-gasolinera-repsol-autovia-a-2-180-en-el-municipio-santa-maria-de-huerta
4938,/g/precios-combustible-gasolinera-campsa-carretera-n-234-km.-319-en-el-municipio-almenar-de-soria
4939,/g/precios-combustible-gasolinera-repsol-cr-n-122-112-en-el-municipio-matalebreras
4940,/g/precios-combustible-gasolinera-cepsa-carretera-n-122-km.-185-en-el-municipio-calataazor
4941,/g/precios-combustible-gasolinera-repsol-avenida-padre-claret-del-8-en-el-municipio-segovia
4942,/g/precios-combustible-gasolinera-repsol-paseo-ezequiel-gonzalez-28-en-el-municipio-segovia
4943,/g/precios-combustible-gasolinera-repsol-calle-los-doradores-6-en-el-municipio-segovia
4944,/g/precios-combustible-gasolinera-cepsa-calle-carretera-san-rafael-5-en-el-municipio-segovia
4945,/g/precios-combustible-gasolinera-cepsa-avda.-juan-carlos-i-19-n-603-km-945-en-el-municipio-segovia
4946,/g/precios-combustible-gasolinera-semutransa-carretera-san-rafael-n-603-km.-87-en-el-municipio-segovia
4947,/g/precios-combustible-gasolinera-carrefour-poligono-poligono-industrial-el-cerro-luz-de-castilla-sn-en-el-municipio-segovia
4948,/g/precios-combustible-gasolinera-shell-c.n.-603-margen-derecho-km-93.60000-en-el-municipio-segovia
4949,/g/precios-combustible-gasolinera-shell-c.n.-603-margen-izquierdo-km-93.60000-en-el-municipio-segovia
4950,/g/precios-combustible-gasolinera-repsol-cl-plaza-puerta-madrid-s.n.-en-el-municipio-segovia
4951,/g/precios-combustible-gasolinera-daviera-distribucion-meroil-cl-605-km-1-en-el-municipio-segovia
4952,/g/precios-combustible-gasolinera-repsol-paseo-de-las-peitas-104-en-el-municipio-espinar-el
4953,/g/precios-combustible-gasolinera-carlos-diez-segovia-calle-los-llanos-1-en-el-municipio-espinar-el
4954,/g/precios-combustible-gasolinera-shell-carretera-603-km.-712-en-el-municipio-espinar-el
4955,/g/precios-combustible-gasolinera-galp-avda.-alto-del-leon-n-3-en-el-municipio-espinar-el
4956,/g/precios-combustible-gasolinera-el-surtidor-carretera-valladolid-sn-finca-16114-km.-148-en-el-municipio-cuellar
4957,/g/precios-combustible-gasolinera-an-glus-segovia-km-00-en-el-municipio-cuellar
4958,/g/precios-combustible-gasolinera-repsol-carretera-cl-601-km.-511-en-el-municipio-cuellar
4959,/g/precios-combustible-gasolinera-repsol-cr-cl-601--46-en-el-municipio-cuellar
4960,/g/precios-combustible-gasolinera-repsol-carretera-segovia-km.-4-en-el-municipio-cantalejo
4961,/g/precios-combustible-gasolinera-beroil-calleja-callejon-hospital-7-en-el-municipio-cantalejo
4962,/g/precios-combustible-gasolinera-g-cantalejo-calle-ctra.-aranda-4-en-el-municipio-cantalejo
4963,/g/precios-combustible-gasolinera-shell-cl-601-valladolid-segovia-km-105-en-el-municipio-lastrilla-la
4964,/g/precios-combustible-gasolinera-saras-energia--carretera-n-110-a-soria-km-189-parking-supermercado-km.-110-en-el-municipio-lastrilla-la
4965,/g/precios-combustible-gasolinera-shell-carretera-sg-v-6123-km.-2-en-el-municipio-san-cristobal-de-segovia
4966,/g/precios-combustible-gasolinera-campsa-carretera-sg-341-sta.ma.nieva-nava-10.1-km.-341-en-el-municipio-nava-de-la-asuncion
4967,/g/precios-combustible-gasolinera-an-mesenor-autovia-a-601-valladolid-segovia-km.-90800-en-el-municipio-carbonero-el-mayor
4968,/g/precios-combustible-gasolinera-campsa-cr-cl-601-837-en-el-municipio-carbonero-el-mayor
4969,/g/precios-combustible-gasolinera-buquerin-carretera-nacional-110-km.-117800-en-el-municipio-riaza
4970,/g/precios-combustible-gasolinera-repsol-carretera-cuellar-aldeanueva-32.6-km.-3431-en-el-municipio-coca
4971,/g/precios-combustible-gasolinera-e.s.-villacastin-s.l.-cr-madrid-la-coruqa-km--82-en-el-municipio-villacastin
4972,/g/precios-combustible-gasolinera-bp-villacastin-cr-n-6-882-en-el-municipio-villacastin
4973,/g/precios-combustible-gasolinera-bp-villacastin-dcha-cr-n-6-88-en-el-municipio-villacastin
4974,/g/precios-combustible-gasolinera-bp-villacastin-sur-autopista-ap-6-km.-80-en-el-municipio-villacastin
4975,/g/precios-combustible-gasolinera-bp-villacastin-norte-autopista-ap-6-km.-80-en-el-municipio-villacastin
4976,/g/precios-combustible-gasolinera-llorsoil-e.s.-torrecaballeros-carretera-n-110-km.-182650-en-el-municipio-torrecaballeros
4977,/g/precios-combustible-gasolinera-buquerin-cr-n-110-978--d-en-el-municipio-ayllon
4978,/g/precios-combustible-gasolinera-navatrans-autovia-a-601-km.-759-en-el-municipio-navalmanzano
4979,/g/precios-combustible-gasolinera-llorsoil-e.s.-valverde-calle-fresno-72-en-el-municipio-valverde-del-majano
4980,/g/precios-combustible-gasolinera-repsol-cl-coronel-ortega-45-c-605-km-30-en-el-municipio-santa-maria-la-real-de-nieva
4981,/g/precios-combustible-gasolinera-repsol-carretera-aranda-de-duero-----segovia-km.-68-en-el-municipio-turegano
4982,/g/precios-combustible-gasolinera-repsol-carretera-yanguas-peafiel-km.-11700-en-el-municipio-mozoncillo
4983,/g/precios-combustible-gasolinera-andres-tejedor-e-hijos-carretera-turegano-km.-18700-en-el-municipio-fuentepelayo
4984,/g/precios-combustible-gasolinera-repsol-carretera-segovia-333-km.-1390-en-el-municipio-chae
4985,/g/precios-combustible-gasolinera-repsol-at--a-1-p.k.-1160-d-en-el-municipio-boceguillas
4986,/g/precios-combustible-gasolinera-beroil-carretera-nacional-1-parcela-402-km.-1167-en-el-municipio-boceguillas
4987,/g/precios-combustible-gasolinera-low-cost-vallelado-carretera-cl-602-olmedo--cuellar-km.-101640-en-el-municipio-vallelado
4988,/g/precios-combustible-gasolinera-repsol-autovia-cl-601-km.-63-en-el-municipio-gomezserracin
4989,/g/precios-combustible-gasolinera-es-lopez-de-pradena--sa-ctra-n-110-pk-144600-en-el-municipio-pradena
4990,/g/precios-combustible-gasolinera-campsa-carretera-c-l-605-de-segovia-a-zamora-km.-14-en-el-municipio-garcillan
4991,/g/precios-combustible-gasolinera-bp-cr-madrid-la-coruqa-km--72-en-el-municipio-navas-de-san-antonio
4992,/g/precios-combustible-gasolinera-repsol-cr-n-601-1163-en-el-municipio-martin-muoz-de-las-posadas
4993,/g/precios-combustible-gasolinera-avia-ctra.de-segovia-sn-en-el-municipio-sangarcia
4994,/g/precios-combustible-gasolinera-repostar-carrera-riaza-a-toro-sn-en-el-municipio-hontalbilla
4995,/g/precios-combustible-gasolinera-e.s.-mirasierra-autovia-a1-km.-99-en-el-municipio-santo-tome-del-puerto
4996,/g/precios-combustible-gasolinera-cepsa-nacional-110-soria-plasencia-km-1106-en-el-municipio-fresno-de-cantespino
4997,/g/precios-combustible-gasolinera-campsa-carretera-cl-601-km.-100800-en-el-municipio-valseca
4998,/g/precios-combustible-gasolinera-a.n.-glus-carretera-fuentesauco---vegafria-km.-06-en-el-municipio-fuentesauco-de-fuentiduea
4999,/g/precios-combustible-gasolinera-repsol-carretera-carretera-de-encinas-km.-1211-en-el-municipio-grajera
5000,/g/precios-combustible-gasolinera-galp-autovia-a-6-km.-124-en-el-municipio-martin-muoz-de-la-dehesa
5001,/g/precios-combustible-gasolinera-bravoil--cr-c-603-65-en-el-municipio-san-miguel-de-bernuy
5002,/g/precios-combustible-gasolinera-petronor-cr-n-1-103-en-el-municipio-cerezo-de-abajo
5003,/g/precios-combustible-gasolinera-repsol-cr-n-110-171-en-el-municipio-collado-hermoso
5004,/g/precios-combustible-gasolinera-cepsa-carretera-n-6-madrid-corua-km.-94600-en-el-municipio-labajos
5005,/g/precios-combustible-gasolinera-repsol-autovia-autovia-del-norte-madrid-irun-a-1-km.-1074-en-el-municipio-castillejo-de-mesleon
5006,/g/precios-combustible-gasolinera-cepsa-autovia-autovia-del-norte-madrid-irun-a-1-km.-107-en-el-municipio-castillejo-de-mesleon
5007,/g/precios-combustible-gasolinera-repsol-cr-n-601-131-en-el-municipio-tolocirio
5008,/g/precios-combustible-gasolinera-campsa-carrera-carabias-130-en-el-municipio-pradales
5009,/g/precios-combustible-gasolinera-repsol-avenida-principe-2-en-el-municipio-albacete
5010,/g/precios-combustible-gasolinera-repsol-cr-n-322-3378-en-el-municipio-albacete
5011,/g/precios-combustible-gasolinera-inlocor-s.l.-cepsa-carretera-c-m-332-km.-26-en-el-municipio-albacete
5012,/g/precios-combustible-gasolinera-lozano-cm.-3203-km-141-en-el-municipio-albacete
5013,/g/precios-combustible-gasolinera-cepsa-avda.-albacete-sn-ab-2-km-5-en-el-municipio-albacete
5014,/g/precios-combustible-gasolinera-enercom-carburantes-poligono-avda.-3-esquina-cautovia-69-en-el-municipio-albacete
5015,/g/precios-combustible-gasolinera-repsol-autovia-a-31-km.-69-en-el-municipio-albacete
5016,/g/precios-combustible-gasolinera-fast--gas-avenida-3-esquina-c-f-n3-3-en-el-municipio-albacete
5017,/g/precios-combustible-gasolinera-valero-24h-avenida-poligono-campollano-avenida-0-67-en-el-municipio-albacete
5018,/g/precios-combustible-gasolinera-inpealsa-avenida-primera-94-en-el-municipio-albacete
5019,/g/precios-combustible-gasolinera-bp-romica-calle-principe-de-asturias-poligono-de-romica-5-en-el-municipio-albacete
5020,/g/precios-combustible-gasolinera-los-angeles-de-la-mancha-s.l.-madrid-cartagena-km-2485-en-el-municipio-albacete
5021,/g/precios-combustible-gasolinera-los-angeles-de-la-mancha-madrid-cartagena-km-2485-en-el-municipio-albacete
5022,/g/precios-combustible-gasolinera-ab-oil-avenida-0-48-en-el-municipio-albacete
5023,/g/precios-combustible-gasolinera-gmoil-avenida-primera-sn-en-el-municipio-albacete
5024,/g/precios-combustible-gasolinera-area-los-llanos-carretera-de-las-peas-km-0238-km.-0238-en-el-municipio-albacete
5025,/g/precios-combustible-gasolinera-cepsa-autovia-a-30-km.-2394-en-el-municipio-albacete
5026,/g/precios-combustible-gasolinera-cepsa-autovia-a-30-km.-2394-en-el-municipio-albacete
5027,/g/precios-combustible-gasolinera-cepsa-poligono-campollano-55-en-el-municipio-albacete
5028,/g/precios-combustible-gasolinera-inpealsa-carretera-nacional-301-km.-256-en-el-municipio-albacete
5029,/g/precios-combustible-gasolinera-cepsa-carretera-n-322-km.-349-en-el-municipio-albacete
5030,/g/precios-combustible-gasolinera-petrocamp-avenida-1-de-mayo-sn-en-el-municipio-albacete
5031,/g/precios-combustible-gasolinera-ghc--calle-federico-garcia-lorca-1-en-el-municipio-albacete
5032,/g/precios-combustible-gasolinera-tamos-avenida-menendez-pidal-58-en-el-municipio-albacete
5033,/g/precios-combustible-gasolinera-cepsa-paseo-cuba-la-36-en-el-municipio-albacete
5034,/g/precios-combustible-gasolinera-repsol-cl-paseo-de-la-cuba-15-en-el-municipio-albacete
5035,/g/precios-combustible-gasolinera-cepsa-calle-hermanos-falco-2-en-el-municipio-albacete
5036,/g/precios-combustible-gasolinera-eroski-calle-alcalde-conangla-c.c.-eroski-sn-en-el-municipio-albacete
5037,/g/precios-combustible-gasolinera-repsol-carretera-jaen-km.-2-en-el-municipio-albacete
5038,/g/precios-combustible-gasolinera-p347-carretera-nacional-322-pto-km-347-km.-347-en-el-municipio-albacete
5039,/g/precios-combustible-gasolinera-carrefour-avenida-1-de-mayo-sn-en-el-municipio-albacete
5040,/g/precios-combustible-gasolinera-repsol-cr-n-301-244-en-el-municipio-albacete
5041,/g/precios-combustible-gasolinera-repsol-carretera-n-322-km.-359-en-el-municipio-albacete
5042,/g/precios-combustible-gasolinera-repsol-pg-campollano-p.-2-ct-s.n.-en-el-municipio-albacete
5043,/g/precios-combustible-gasolinera-cepsa-calle-almansa-2-en-el-municipio-albacete
5044,/g/precios-combustible-gasolinera-repsol-calle-ctra.-de-jaen-79-en-el-municipio-albacete
5045,/g/precios-combustible-gasolinera-inpealsa-avda.-de-los-toreros-sn-en-el-municipio-albacete
5046,/g/precios-combustible-gasolinera-inpealsa-avda.-de-espaa-prox.-a-c-san-juan-sn-en-el-municipio-albacete
5047,/g/precios-combustible-gasolinera-cepsa-poligono-n-71-parcela-678-paraje-hondo-de-la-morena-sn-sn-en-el-municipio-albacete
5048,/g/precios-combustible-gasolinera-repsol-carretera-de-hellin-km.-104-en-el-municipio-hellin
5049,/g/precios-combustible-gasolinera-hellin-gas-s.l.-carretera-torreuchea-km.-1-en-el-municipio-hellin
5050,/g/precios-combustible-gasolinera-galp-autovia-a-30-km.-3225-en-el-municipio-hellin
5051,/g/precios-combustible-gasolinera-repsol-carretera-jaen-km.-47-en-el-municipio-hellin
5052,/g/precios-combustible-gasolinera-repsol-carretera-n-301-km.-316-en-el-municipio-hellin
5053,/g/precios-combustible-gasolinera-ids-poligono-san-rafael-3-fase-sn-en-el-municipio-hellin
5054,/g/precios-combustible-gasolinera-cepsa-carretera-a-30-km.-3282-en-el-municipio-hellin
5055,/g/precios-combustible-gasolinera-bp-melchor--de-macanaz-66-en-el-municipio-hellin
5056,/g/precios-combustible-gasolinera-petronor-carretera-murcia-km.-33-en-el-municipio-hellin
5057,/g/precios-combustible-gasolinera-petrogas-carretera-cm-412-km.-273-en-el-municipio-hellin
5058,/g/precios-combustible-gasolinera-carburantes-garcia-lozano-carretera-pozohondo-km.-0900-en-el-municipio-hellin
5059,/g/precios-combustible-gasolinera-multser-oil-carretera-n-301-a-km.-sn-en-el-municipio-hellin
5060,/g/precios-combustible-gasolinera-repsol-carretera-ossa-de-montiel-km.-21-en-el-municipio-villarrobledo
5061,/g/precios-combustible-gasolinera-cepsa-carretera-n-310-km.-1205-en-el-municipio-villarrobledo
5062,/g/precios-combustible-gasolinera-repsol-calle-dos-de-mayo-167-en-el-municipio-villarrobledo
5063,/g/precios-combustible-gasolinera-cepsa-avenida-reyes-catolicos-26-en-el-municipio-villarrobledo
5064,/g/precios-combustible-gasolinera-estacion-de-servicio-avenida-del-oeste-carretera-de-las-mesas-km.-005-en-el-municipio-villarrobledo
5065,/g/precios-combustible-gasolinera-repsol-autovia-a-43-km.-129-en-el-municipio-villarrobledo
5066,/g/precios-combustible-gasolinera-avia-avenida-reyes-catolicos-sn-en-el-municipio-villarrobledo
5067,/g/precios-combustible-gasolinera-repsol-carretera-nacional-310-km.-1377-en-el-municipio-villarrobledo
5068,/g/precios-combustible-gasolinera-carrefour-avenida-reyes-catolicos-aparcamiento-del-carrefour-sn-en-el-municipio-villarrobledo
5069,/g/precios-combustible-gasolinera-cepsa-autovia-a-43-km.-390-en-el-municipio-villarrobledo
5070,/g/precios-combustible-gasolinera-bp-villarrobledo-avenida-reyes-catolicos-133-en-el-municipio-villarrobledo
5071,/g/precios-combustible-gasolinera-galp-avenida-reyes-catolicos-108-en-el-municipio-villarrobledo
5072,/g/precios-combustible-gasolinera-gasolinera-low-cost-penades-carretera-n-430-badajoz-a-valencia-km.-594-en-el-municipio-almansa
5073,/g/precios-combustible-gasolinera-shell-autovia-a-31-km.-140-en-el-municipio-almansa
5074,/g/precios-combustible-gasolinera-quality-almansa-calle-infante-don-juan-manuel-4-en-el-municipio-almansa
5075,/g/precios-combustible-gasolinera-cepsa-avenida-circunvalacion-26-en-el-municipio-almansa
5076,/g/precios-combustible-gasolinera-cepsa-avenida-madrid-11-en-el-municipio-almansa
5077,/g/precios-combustible-gasolinera-cepsa-autovia-a-31-km.-143350-en-el-municipio-almansa
5078,/g/precios-combustible-gasolinera-cepsa-avenida-circunvalacion-9-en-el-municipio-almansa
5079,/g/precios-combustible-gasolinera-repsol-cl-avda.-de-ayora-s.n.-a-en-el-municipio-almansa
5080,/g/precios-combustible-gasolinera-gasoleos-s.-almansa-avenida-circunvalacion-17-en-el-municipio-almansa
5081,/g/precios-combustible-gasolinera-campsa-carretera-cm-3114-km.-01-en-el-municipio-roda-la
5082,/g/precios-combustible-gasolinera-gasplay-carretera-ab101-km.-02-en-el-municipio-roda-la
5083,/g/precios-combustible-gasolinera-cepsa-martires-209-en-el-municipio-roda-la
5084,/g/precios-combustible-gasolinera-repsol-autovia-a-31-km.-40-en-el-municipio-roda-la
5085,/g/precios-combustible-gasolinera-repsol-calle-alfredo-atienza-156-en-el-municipio-roda-la
5086,/g/precios-combustible-gasolinera-galp-carretera-a-31-km.-50-en-el-municipio-roda-la
5087,/g/precios-combustible-gasolinera-galp-autovia-a-31-km.-3450-en-el-municipio-roda-la
5088,/g/precios-combustible-gasolinera-bp-casa-juanito-restaurante-cr-nacional-301-km-2095-en-el-municipio-roda-la
5089,/g/precios-combustible-gasolinera-transportes-caudete-carretera-n-344-km.-114500-en-el-municipio-caudete
5090,/g/precios-combustible-gasolinera-vila-y-fayos--carretera-d-12-estacion-km.-32-en-el-municipio-caudete
5091,/g/precios-combustible-gasolinera-repsol-cr-n-330-714-en-el-municipio-caudete
5092,/g/precios-combustible-gasolinera-bp-parga-i-petrol-bas-bel-cr-n-344-dirc.valencia-km.--118.3-en-el-municipio-caudete
5093,/g/precios-combustible-gasolinera-bp-oil-autovia-a-31-km.-172-en-el-municipio-caudete
5094,/g/precios-combustible-gasolinera-galp-avenida-valencia-de-16-en-el-municipio-caudete
5095,/g/precios-combustible-gasolinera-repsol-avenida-guardia-civil-233-en-el-municipio-tobarra
5096,/g/precios-combustible-gasolinera-san-roque-de-tobarra-s.-coop.-de-c-lm-camino-camino-del-guijarral-0-en-el-municipio-tobarra
5097,/g/precios-combustible-gasolinera-ntra.-sra.-de-la-encarnacion-avenida-guardia-civil-162-en-el-municipio-tobarra
5098,/g/precios-combustible-gasolinera-e.s.-tobarra-avenida-guardia-civil-114-en-el-municipio-tobarra
5099,/g/precios-combustible-gasolinera-repsol-cl-avenida-de-la-roda-1-en-el-municipio-tarazona-de-la-mancha
5100,/g/precios-combustible-gasolinera-la-gaviota-gasolineras-avenida-albacete-35-en-el-municipio-tarazona-de-la-mancha
5101,/g/precios-combustible-gasolinera-repsol-avenida-levante-15-en-el-municipio-madrigueras
5102,/g/precios-combustible-gasolinera-e.s.-madrigueras-carretera-c-3222-km.-9-en-el-municipio-madrigueras
5103,/g/precios-combustible-gasolinera-cepsa-carretera-albacete-km.-94-en-el-municipio-casas-ibaez
5104,/g/precios-combustible-gasolinera-repsol-autovia-a-31-km.-86-en-el-municipio-chinchilla-de-monte-aragon
5105,/g/precios-combustible-gasolinera-repsol-autovia-a-31-km.-86-en-el-municipio-chinchilla-de-monte-aragon
5106,/g/precios-combustible-gasolinera-petronor-ctra.-ab-430-km-5303-en-el-municipio-chinchilla-de-monte-aragon
5107,/g/precios-combustible-gasolinera-repsol-cl-avenida-generalisimo-107-n-301-km-276-en-el-municipio-chinchilla-de-monte-aragon
5108,/g/precios-combustible-gasolinera-cepsa-autovia-a31-km.-111-en-el-municipio-chinchilla-de-monte-aragon
5109,/g/precios-combustible-gasolinera-cepsa-carretera-nacional-430-autovia-km.-5485-en-el-municipio-chinchilla-de-monte-aragon
5110,/g/precios-combustible-gasolinera-repsol-carretera-cm-3201-km.-2270-en-el-municipio-villamalea
5111,/g/precios-combustible-gasolinera-campsa-cl-bolea-36-cm-412-km-23565-en-el-municipio-elche-de-la-sierra
5112,/g/precios-combustible-gasolinera-inpealsa-calle-pozo-el-106-en-el-municipio-munera
5113,/g/precios-combustible-gasolinera-campsa-calle-carretera-munera-2-en-el-municipio-bonillo-el
5114,/g/precios-combustible-gasolinera-campsa-carretera-cm-3206-km.-274-en-el-municipio-yeste
5115,/g/precios-combustible-gasolinera-cepsa-carretera-de-hellin-km.-42-en-el-municipio-yeste
5116,/g/precios-combustible-gasolinera-e.s.-ledaa--calle-antonio-machado-2-en-el-municipio-pozo-caada
5117,/g/precios-combustible-gasolinera-n-7374-avda.-doctor-perez-gil-25-en-el-municipio-fuente-alamo
5118,/g/precios-combustible-gasolinera-campsa-cr-n-301-2318-en-el-municipio-gineta-la
5119,/g/precios-combustible-gasolinera-repsol-cr-a-31-235-en-el-municipio-gineta-la
5120,/g/precios-combustible-gasolinera-repsol-carretera-n-430-km.-429-en-el-municipio-ossa-de-montiel
5121,/g/precios-combustible-gasolinera-e.s.-balazote-s.l.-n-322-km-3262-en-el-municipio-balazote
5122,/g/precios-combustible-gasolinera-cooperativa-santa-cruz-de-alpera-bonete-sn-en-el-municipio-alpera
5123,/g/precios-combustible-gasolinera-ontalba-s.-coop-de-c-lm-camino-de-hellin-sn-en-el-municipio-ontur
5124,/g/precios-combustible-gasolinera-los-corrales-calle-capataz-santiago-23-en-el-municipio-montealegre-del-castillo
5125,/g/precios-combustible-gasolinera-n-15.526-c.-federico-garcia-lorca-47-en-el-municipio-valdeganga
